qcode,label,parents,definition
medtop:20000990,motorboat racing,medtop:20000822,Racing with boats with engines
medtop:20000991,motor car racing,medtop:20000822,Racing with cars
medtop:20000992,endurance race,medtop:20000991,Races for one or more drivers over a long and set distance or time
medtop:20000993,F3000,medtop:20000991,"Using less powerful motors than the Formula One, designated construction teams race over varied circuits the world over in speed races for individual and team honours over a season."
medtop:20000994,Formula One,medtop:20000991,Single cockpit car racing where 20 or so competitors race head to head over varied circuits around the world to win Grand Prix points in an individual and constructors championship
medtop:20000995,Indy Racing,medtop:20000991,North American top range professional league speed racing over circuits.
medtop:20000996,motor car rallycross,medtop:20000991,Stage races over dirt tracks
medtop:20000997,motor car rallying,medtop:20000991,"A season of endurance races over closed circuits including dirt tracks, roads and even snowy conditions featuring specials using adapted road cars with a driver and co-pilot."
medtop:20000998,motorcycling,medtop:20000822,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars"
medtop:20000999,motorcycle endurance,medtop:20000998,A road race of consistency and endurance
medtop:20001000,enduro,medtop:20000998,"A race of speed, endurance and regularity over varied surfaces such as through forests and on dirt tracks"
medtop:20001001,grass-track,medtop:20000998,A race competed on turf
medtop:20001002,moto-ball,medtop:20000998,Team sport where drivers play a ball
medtop:20001003,moto-cross,medtop:20000998,Raced over dirt tracks featuring severe mounds
medtop:20001004,motoGP,medtop:20000998,Capacity class 1000ccm
medtop:20001005,motorcycle rallying,medtop:20000998,Races run over regular roads
medtop:20001006,side-cars,medtop:20000998,Of different engine sizes but attached to a side car featuring a passenger
medtop:20001007,speedway,medtop:20000998,Race involving up to six riders competing over a flat oval track. Speedway motorcycles use only one gear and have no brakes
medtop:20001008,motorcycling trial,medtop:20000998,A race of consistency and endurance over varied terrain
medtop:20001009,naginata,medtop:20001157,Japanese traditional martial art using a pole sword made of wood. 'Naginata' means a spear with a curved blade
medtop:20001010,netball,medtop:20000822,A woman's sport similar to basketball though without a board behind the basket
medtop:20001011,orienteering,medtop:20000822,An individual time-trial over a route marked out by beacons. The competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map
medtop:20001012,ski orienteering,medtop:20001011,"An individual ski time-trial over a route marked out by beacons, that the competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map"
medtop:20001013,parachuting,medtop:20000822,"Jumping from an aeroplane using a parachute, competitions are precision landings, voltige, individual and team"
medtop:20001014,polo,medtop:20000822,"With the aid of a mallet two teams of four horsemen try and knock a bamboo ball into the opponents goal over a pitch 250m long and 150m wide. The game is divided into 4, 6, or 8 time periods of 7min 30sec called chukkas."
medtop:20001015,pool,medtop:20000822,"A cue sport on a table with pockets, played with different numbers of balls"
medtop:20001016,power boating,medtop:20000822,Races between motor boats on rivers or lakes
medtop:20001017,rodeo,medtop:20000822,A discipline where wild horses or bulls must be mounted and mastered
medtop:20001018,bareback bronc,medtop:20001017,Rodeo discipline
medtop:20001019,barrel racing,medtop:20001017,Rodeo discipline
medtop:20001020,bull riding,medtop:20001017,Rodeo discipline
medtop:20001021,bulldogging,medtop:20001017,Rodeo discipline
medtop:20001022,calf roping,medtop:20001017,Rodeo discipline
medtop:20001023,goat roping,medtop:20001017,Rodeo discipline
medtop:20001024,saddle bronc,medtop:20001017,Rodeo discipline
medtop:20001025,roller hockey,medtop:20001155,"Team sport similar to ice hockey, executed on 4 wheel roller skates with sticks and a ball"
medtop:20001026,rowing,medtop:20000822,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers"
medtop:20001027,coxed four,medtop:20001026,Four person boats with just one oar each and with a team mate to give directions
medtop:20001028,coxed pair,medtop:20001026,Two person boats with just one oar each and with a team mate to give directions
medtop:20001029,coxless four,medtop:20001026,Four person boats with just one oar each and without a team mate to give directions
medtop:20001030,coxless pair,medtop:20001026,Two person boats with just one oar each and without a team mate to give directions
medtop:20001031,double sculls,medtop:20001026,Two person boats with two oars each
medtop:20001032,coxed eight,medtop:20001026,Eight person boats with just one oar each and with a team mate to give directions
medtop:20001033,quadruple sculls,medtop:20001026,Four person boats with two oars each and without a team mate to give directions
medtop:20001034,single sculls,medtop:20001026,Single person boats with two oars
medtop:20001035,rugby league,medtop:20001176,A type of rugby where two teams of 13 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by Rugby League International Federation.
medtop:20001036,rugby union,medtop:20001176,A type of rugby where two teams of 15 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by the World Rugby organization.
medtop:20001037,rugby sevens,medtop:20001176,A type of rugby union where two teams of 7 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by the World Rugby organization.
medtop:20001038,sailing,medtop:20000822,Sailing boat racing over a route
